movieId,title,tags
509,"Piano, The (1993)","['oscar (best actress)', 'golden palm', 'passionate', 'relationships', 'melancholic', 'erotic', 'intimate', 'oscar (best supporting actress)', 'nudity', 'culture clash']"
510,Poetic Justice (1993),"['hip hop', 'justice', 'gunfight', 'romance', 'shallow', 'violence', 'mentor', 'redemption', 'family', 'storytelling']"
511,"Program, The (1993)","['mentor', 'high school', 'philosophy', 'teen', 'silly', 'happy ending', 'teen', 'high school', 'vengeance', 'stereotypes']"
512,"Puppet Masters, The (1994)","['based on book', 'sci-fi', 'sci-fi', 'sci-fi', 'based on book', 'based on book', 'sci-fi', 'small town', 'future', 'first contact']"
513,Radioland Murders (1994),"['murder', '1930s', 'comedy', 'investigation', 'nostalgic', 'mystery', 'murder', 'screwball', 'slapstick', 'writing']"
514,"Ref, The (1994)","['dysfunctional family', 'comedy', 'sarcasm', 'comedy', 'kidnapping', 'comedy', 'dark comedy', 'dialogue', 'family', 'chase']"
515,"Remains of the Day, The (1993)","['period piece', 'based on book', 'melancholic', 'based on book', 'beautifully filmed', 'reflective', 'costume drama', 'politics', 'heartbreaking', 'loneliness']"
516,Renaissance Man (1994),"['comedy', 'mentor', 'philosophy', 'based on comic', 'inspirational', 'drama', 'happy ending', 'destiny', 'story', 'touching']"
517,Rising Sun (1993),"['murder', 'murder', 'investigation', 'corruption', 'investigation', 'detective', 'surveillance', 'chase', 'race', 'crime']"
518,"Road to Wellville, The (1994)","['off-beat comedy', 'nudity', 'humor', 'surrealism', 'satire', 'sexuality', 'comedy', 'nudity', 'sexuality', 'adaptation']"
519,RoboCop 3 (1993),"['franchise', 'crappy sequel', 'sequel', 'sequel', 'violence', 'future', 'sci-fi', 'action', 'future', 'sci-fi']"
520,Robin Hood: Men in Tights (1993),"['parody', 'comedy', 'comedy', 'silly', 'comedy', 'silly', 'comedy', 'humor', 'humor', 'crude humor']"
521,Romeo Is Bleeding (1993),"['noir', 'noir', 'assassination', 'corruption', 'organized crime', 'noir', 'stylish', 'organized crime', 'noir', 'sexuality']"
522,Romper Stomper (1992),"['violence', 'violence', 'violence', 'violence', 'visceral', 'harsh', 'gangs', 'disturbing', 'gratuitous violence', 'controversial']"
523,Ruby in Paradise (1993),"['independent film', 'loneliness', 'coming-of-age', 'coming-of-age', 'bittersweet', 'unlikely friendships', 'melancholic', 'life', 'mentor', 'poignant']"
524,Rudy (1993),"['based on true story', 'based on true story', 'inspirational', 'inspirational', 'based on true story', 'mentor', 'dreams', 'biopic', 'courage', 'touching']"
525,"Saint of Fort Washington, The (1993)","['new york', 'new york', 'independent film', 'mentor', 'mental illness', 'loneliness', 'social commentary', 'unlikely friendships', 'violence', 'depressing']"
526,"Savage Nights (Nuits fauves, Les) (1992)","['relationships', 'death', 'life', 'sexuality', 'mentor', 'melancholic', 'nudity', 'romance', 'passionate', 'sexuality']"
527,Schindler's List (1993),"['oscar (best directing)', 'imdb top 250', 'oscar (best supporting actor)', 'oscar (best picture)', 'amazing photography', 'heartbreaking', 'touching', 'drama', 'poignant', 'compassionate']"
528,"Scout, The (1994)","['comedy', 'romantic comedy', 'light', 'silly', 'mentor', 'chase', 'silly', 'disaster', 'vengeance', 'redemption']"
529,Searching for Bobby Fischer (1993),"['mentor', 'based on true story', 'based on true story', 'based on true story', 'oscar (best cinematography)', 'story', 'drama', 'drama', 'childhood', 'storytelling']"
531,"Secret Garden, The (1993)","['based on book', 'magic', 'based on book', 'fairy tales', 'fantasy', 'beautifully filmed', 'based on book', 'imagination', 'kids', 'childhood']"
532,Serial Mom (1994),"['serial killer', 'dark comedy', 'dark comedy', 'murder', 'dark comedy', 'cult', 'satire', 'off-beat comedy', 'surrealism', 'satire']"
533,"Shadow, The (1994)","['superhero', 'superhero', 'dark hero', 'based on comic', 'superhero', 'superhero', 'vigilante', '1930s', 'pulp', 'based on comic']"
534,Shadowlands (1993),"['romance', 'romance', 'death', 'beautifully filmed', 'biopic', 'relationships', 'based on book', 'mentor', 'biopic', 'philosophy']"
535,Short Cuts (1993),"['ensemble cast', 'multiple storylines', 'criterion', 'redemption', 'nudity', 'relationships', 'depression', 'character study', 'reflective', 'golden palm']"
536,"Simple Twist of Fate, A (1994)","['based on book', 'touching', 'destiny', 'mentor', 'sentimental', 'drama', 'story', 'storytelling', 'adaptation', 'drama']"
537,Sirens (1994),"['erotic', 'sexuality', 'sexuality', 'sexuality', 'art', 'art', 'nudity', 'sexuality', 'nudity', 'nudity']"
538,Six Degrees of Separation (1993),"['adapted from play', 'talky', 'art', 'greed', 'dialogue', 'new york', 'existentialism', 'social commentary', 'intellectual', 'relationships']"
539,Sleepless in Seattle (1993),"['romance', 'romantic comedy', 'romantic comedy', 'romance', 'destiny', 'romance', 'romance', 'sweet', 'happy ending', 'sentimental']"
540,Sliver (1993),"['erotic', 'sexuality', 'murder', 'surveillance', 'obsession', 'sexuality', 'sexuality', 'murder', 'suspense', 'thriller']"
541,Blade Runner (1982),"['distopia', 'dystopia', 'future', 'future', 'sci-fi', 'visual', 'visually appealing', 'sci-fi', 'sci-fi', 'imdb top 250']"
542,Son in Law (1993),"['comedy', 'family', 'california', 'comedy', 'culture clash', 'mentor', 'comedy', 'teen', 'runaway', 'disaster']"
543,So I Married an Axe Murderer (1993),"['comedy', 'comedy', 'comedy', 'comedy', 'sarcasm', 'serial killer', 'murder', 'humor', 'quirky', 'light']"
544,Striking Distance (1993),"['chase', 'serial killer', 'action', 'detective', 'vengeance', 'chase', 'murder', 'thriller', 'investigation', 'revenge']"
546,Super Mario Bros. (1993),"['fantasy', 'fantasy', 'adventure', 'action', 'special effects', 'sci-fi', 'parallel universe', 'parallel universe', 'future', 'silly']"
547,Surviving the Game (1994),"['survival', 'chase', 'action', 'lone hero', 'vengeance', 'action', 'gunfight', 'solitude', 'greed', 'mentor']"
548,Terminal Velocity (1994),"['action', 'chase', 'action', 'explosions', 'silly', 'fast-paced', 'action', 'espionage', 'death', 'conspiracy']"
549,Thirty-Two Short Films About Glenn Gould (1993),"['music', 'music', 'biopic', 'eccentricity', 'biographical', 'biopic', 'solitude', 'loneliness', 'enigmatic', 'creativity']"
550,Threesome (1994),"['sexuality', 'sexuality', 'gay', 'friendship', 'gay', 'relationships', 'sexuality', 'unlikely friendships', 'sexuality', 'sexuality']"
551,"Nightmare Before Christmas, The (1993)","['imagination', 'surrealism', 'dark', 'animation', 'stylized', 'horror', 'whimsical', 'visual', 'gothic', 'fantasy']"
552,"Three Musketeers, The (1993)","['based on book', 'adventure', 'based on book', 'action', 'based on book', 'adaptation', 'chase', 'based on book', 'story', 'family']"
553,Tombstone (1993),"['gunfight', 'vengeance', 'oscar (best cinematography)', 'guns', 'history', 'story', 'drama', 'mentor', 'action', 'revenge']"
554,Trial by Jury (1994),"['organized crime', 'thriller', 'gangster', 'murder', 'gangster', 'plot twist', 'gangster', 'corruption', 'psychology', 'suspense']"
555,True Romance (1993),"['violence', 'violence', 'violence', 'gratuitous violence', 'ensemble cast', 'dark comedy', 'dialogue', 'gangster', 'organized crime', 'crime gone awry']"
556,"War Room, The (1993)","['politics', 'politics', 'documentary', 'criterion', 'politics', 'corruption', 'talky', 'propaganda', 'suprisingly clever', 'idealism']"
558,"Pagemaster, The (1994)","['adventure', 'based on book', 'fantasy', 'fantasy', 'childhood', 'based on book', 'animation', 'kids', 'animation', 'parallel universe']"
559,"Paris, France (1993)","['erotic', 'sexuality', 'nudity', 'sexuality', 'nudity', 'nudity', 'art house', 'sexuality', 'nudity', 'nudity']"
561,Killer (Bulletproof Heart) (1994),"['hit men', 'assassination', 'noir', 'hitman', 'organized crime', 'stylish', 'gangster', 'violence', 'gangster', 'noir']"
562,Welcome to the Dollhouse (1995),"['teen', 'independent film', 'bullying', 'new jersey', 'indie', 'bleak', 'loneliness', 'depressing', 'surrealism', 'melancholic']"
563,Germinal (1993),"['based on book', 'based on book', 'based on book', 'revolution', 'social commentary', 'literature', 'politics', 'harsh', 'bleak', 'adaptation']"
564,Chasers (1994),"['chase', 'nudity', 'action', 'sexuality', 'humor', 'nudity', 'comedy', 'lame', 'action', 'silly']"
565,Cronos (1993),"['immortality', 'nocturnal', 'horror', 'gothic', 'horror', 'dark', 'stylized', 'criterion', 'gothic', 'eerie']"
566,Naked in New York (1994),"['new york', 'relationships', 'writing', 'mentor', 'independent film', 'new york', 'quirky', 'multiple storylines', 'happy ending', 'romance']"
567,Kika (1993),"['sexuality', 'surrealism', 'women', 'independent film', 'suicide', 'depression', 'drama', 'criterion', 'secrets', 'violence']"
568,Bhaji on the Beach (1993),"['independent film', 'british', 'london', 'indians', 'bollywood', 'women', 'culture clash', 'mentor', 'off-beat comedy', 'criterion']"
569,Little Big League (1994),"['kids', 'mentor', 'childhood', 'fantasy', 'family', 'high school', 'nostalgic', 'disaster', 'story', 'humor']"
570,"Slingshot, The (Kådisbellan) (1993)","['coming-of-age', 'high school', 'childhood', 'social commentary', 'oscar (best foreign language film)', 'bollywood', 'foreign', 'poignant', 'teen', 'independent film']"
571,"Wedding Gift, The (1994)","['drama', 'based on book', 'british', 'death', 'talky', 'based on book', 'based on book', 'story', 'romance', 'romance']"
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)","['foreign', 'kids', 'childhood', 'mentor', 'kids', 'intimate', 'melancholic', 'criterion', 'oscar (best foreign language film)', 'whimsical']"
574,Spanking the Monkey (1994),"['sexuality', 'dysfunctional family', 'independent film', 'sexuality', 'sexuality', 'erotic', 'relationships', 'nudity', 'nudity', 'disturbing']"
575,"Little Rascals, The (1994)","['kids', 'childhood', 'kids', 'friendship', 'nostalgic', 'bullying', '1930s', 'family', 'mentor', 'unlikely friendships']"
577,Andre (1994),"['based on true story', 'family', 'animals', 'based on true story', 'based on true story', 'kids', 'based on book', 'heartwarming', 'friendship', 'mentor']"
580,Princess Caraboo (1994),"['based on true story', 'powerful ending', 'story', 'fairy tales', 'romance', 'greed', 'romance', 'happy ending', 'drama', 'fairy tales']"
581,"Celluloid Closet, The (1995)","['gay', 'gay', 'gay', 'gay', 'censorship', 'based on book', 'documentary', 'gay', 'sexuality', 'stereotypes']"
582,Métisse (Café au Lait) (1993),"['foreign', 'oscar (best foreign language film)', 'visually appealing', 'bollywood', 'french', 'nudity', 'independent film', 'japan', 'french', 'quirky']"
583,Dear Diary (Caro Diario) (1994),"['criterion', 'humor', 'doctors', 'intimate', 'solitude', 'talky', 'independent film', 'documentary', 'philosophy', 'affectionate']"
585,"Brady Bunch Movie, The (1995)","['parody', 'silly', 'family', 'satire', 'culture clash', 'silly', 'absurd', 'series', 'satire', 'comedy']"
586,Home Alone (1990),"['family', 'kids', 'comedy', 'family', 'kids', 'comedy', 'childhood', 'slapstick', 'adventure', 'silly']"
587,Ghost (1990),"['afterlife', 'romance', 'afterlife', 'supernatural', 'romance', 'romance', 'romance', 'sentimental', 'romantic comedy', 'afterlife']"
588,Aladdin (1992),"['family', 'animation', 'fairy tales', 'kids', 'animation', 'animation', 'kids', 'childhood', 'magic', 'animation']"
589,Terminator 2: Judgment Day (1991),"['future', 'sci-fi', 'action', 'sci-fi', 'special effects', 'future', 'sci-fi', 'sci-fi', 'imdb top 250', 'chase']"
590,Dances with Wolves (1990),"['indians', 'oscar (best cinematography)', 'oscar (best picture)', 'oscar (best directing)', 'history', 'culture clash', 'breathtaking', 'romance', 'oscar', 'history']"
592,Batman (1989),"['dark hero', 'superhero', 'vigilante', 'superhero', 'superhero', 'superhero', 'based on comic', 'based on comic', 'dark', 'alter ego']"
593,"Silence of the Lambs, The (1991)","['oscar (best directing)', 'serial killer', 'suspense', 'psychology', 'oscar (best picture)', 'psychology', 'imdb top 250', 'suspense', 'thriller', 'plot twist']"
594,Snow White and the Seven Dwarfs (1937),"['animation', 'animation', 'fairy tales', 'animation', 'animals', 'sweet', 'animals', 'fairy tales', 'musical', 'based on book']"
595,Beauty and the Beast (1991),"['animation', 'fairy tales', 'family', 'animation', 'animation', 'fairy tales', 'kids', 'musical', 'heartwarming', 'romance']"
596,Pinocchio (1940),"['animation', 'animation', 'fairy tales', 'animation', 'kids', 'childhood', 'animals', 'story', 'animals', 'kids']"
597,Pretty Woman (1990),"['romantic comedy', 'romance', 'romantic comedy', 'romance', 'romance', 'happy ending', 'romance', 'destiny', 'sweet', 'sentimental']"
598,Window to Paris (Okno v Parizh) (1994),"['foreign', 'french', 'whimsical', 'criterion', 'comedy', 'french', 'absurd', 'creativity', 'unusual plot structure', 'comedy']"
599,"Wild Bunch, The (1969)","['gunfight', 'violence', 'violence', 'imdb top 250', 'suspense', 'stylized', 'bleak', 'gore', 'visceral', 'violence']"
600,Love and a .45 (1994),"['independent film', 'violence', 'crime', 'quirky', 'violence', 'foul language', 'gangster', 'cool', 'gore', 'gangster']"
601,"Wooden Man's Bride, The (Yan shen) (1994)","['harsh', 'oscar (best foreign language film)', 'japan', 'bollywood', 'nudity', 'surveillance', 'beautifully filmed', 'independent film', 'adultery', 'criterion']"
602,"Great Day in Harlem, A (1994)","['music', 'documentary', 'art', 'philosophy', 'criterion', 'new york', 'talky', 'intimate', 'unusual plot structure', 'mentor']"
603,"Bye Bye, Love (1995)","['divorce', 'parenthood', 'kids', 'family', 'comedy', 'kids', 'relationships', 'mentor', 'touching', 'romance']"
605,One Fine Day (1996),"['romantic comedy', 'romance', 'romance', 'sweet', 'romance', 'happy ending', 'divorce', 'disaster', 'chase', 'light']"
606,Candyman: Farewell to the Flesh (1995),"['sequel', 'sequel', 'horror', 'serial killer', 'murder', 'franchise', 'crappy sequel', 'gore', 'vengeance', 'supernatural']"
608,Fargo (1996),"['dark comedy', 'imdb top 250', 'crime', 'crime gone awry', 'kidnapping', 'oscar (best directing)', 'oscar (best actress)', 'greed', 'violence', 'suspense']"
609,Homeward Bound II: Lost in San Francisco (1996),"['animals', 'sequel', 'animals', 'family', 'family', 'sequel', 'adventure', 'animation', 'chase', 'mentor']"
610,Heavy Metal (1981),"['animation', 'based on comic', 'future', 'violence', 'animation', 'awesome soundtrack', 'surrealism', 'sci-fi', 'cult', 'nudity']"
611,Hellraiser: Bloodline (1996),"['franchise', 'horror', 'demons', 'gore', 'nudity', 'sequel', 'future', 'crappy sequel', 'special effects', 'horror']"
612,"Pallbearer, The (1996)","['independent film', 'unlikely friendships', 'melancholic', 'relationships', 'romance', 'friendship', 'identity', 'mentor', 'romantic comedy', 'disaster']"
613,Jane Eyre (1996),"['based on book', 'based on book', 'literature', 'adaptation', 'based on book', 'passionate', 'period piece', 'based on book', 'based on book', 'romance']"
614,Loaded (1994),"['philosophy', 'gore', 'murder', 'mentor', 'sexuality', 'independent film', 'redemption', 'suspense', 'violence', 'vengeance']"
615,Bread and Chocolate (Pane e cioccolata) (1973),"['foreign', 'beautifully filmed', 'criterion', 'golden palm', 'oscar (best foreign language film)', 'culture clash', 'social commentary', 'bollywood', 'drama', 'bittersweet']"
616,"Aristocats, The (1970)","['animation', 'animation', 'animals', 'animation', 'family', 'animals', 'greed', 'story', 'chase', 'family']"
617,"Flower of My Secret, The (La flor de mi secreto) (1995)","['stylized', 'relationships', 'reflective', 'loneliness', 'melancholic', 'enigmatic', 'writing', 'intimate', 'criterion', 'art']"
618,Two Much (1995),"['art', 'screwball', 'screwball', 'farce', 'art', 'comedy', 'disaster', 'adaptation', 'light', 'mentor']"
619,Ed (1996),"['kids', 'mentor', 'disaster', 'special effects', 'family']"
621,My Favorite Season (1993),"['relationships', 'dysfunctional family', 'complex', 'intimate', 'family drama', 'philosophy', 'loneliness', 'criterion', 'dialogue', 'enigmatic']"
626,"Thin Line Between Love and Hate, A (1996)","['revenge', 'women', 'sexuality', 'murder', 'vengeance', 'comedy', 'obsession', 'chase', 'mentor', 'disaster']"
627,"Last Supper, The (1995)","['politics', 'politics', 'murder', 'powerful ending', 'death', 'satire', 'dark comedy', 'dark comedy', 'dark comedy', 'intellectual']"
628,Primal Fear (1996),"['corruption', 'plot twist', 'murder', 'plot twist', 'investigation', 'murder', 'drama', 'crime', 'plot twist', 'corruption']"
630,Carried Away (1996),"['nudity', 'sexuality', 'nudity', 'nudity', 'relationships', 'sexuality', 'erotic', 'independent film', 'women', 'loneliness']"
631,All Dogs Go to Heaven 2 (1996),"['sequel', 'animation', 'sequel', 'animation', 'animals', 'animals', 'animation', 'crappy sequel', 'runaway', 'family']"
632,Land and Freedom (Tierra y libertad) (1995),"['revolution', 'politics', 'history', 'wartime', 'betrayal', 'idealism', 'politics', 'foreign', 'british', 'forceful']"
633,Denise Calls Up (1995),"['solitude', 'independent film', 'philosophy', 'death', 'relationships', 'unlikely friendships', 'loneliness', 'satire', 'friendship', 'quirky']"
634,Theodore Rex (1995),"['future', 'god', 'idiotic', 'stupidity', 'alternate reality', 'special effects', 'mad scientist', 'lame', 'disaster', 'mentor']"
635,"Family Thing, A (1996)","['segregation', 'race', 'culture clash', 'race', 'prejudice', 'drama', 'small town', 'stereotypes', 'drama', 'touching']"
637,Sgt. Bilko (1996),"['comedy', 'assassination', 'series', 'comedy', 'silly', 'parody', 'comedy', 'mentor', 'espionage', 'comedy']"
638,Jack and Sarah (1995),"['romantic comedy', 'romance', 'romantic comedy', 'london', 'romance', 'british', 'romance', 'touching', 'parenthood', 'sweet']"
639,Girl 6 (1996),"['independent film', 'sexuality', 'sexuality', 'sexuality', 'sexuality', 'nudity', 'women', 'fantasy', 'sexualized violence', 'nudity']"
640,Diabolique (1996),"['remade', 'murder', 'nudity', 'detective', 'suspense', 'betrayal', 'plot twist', 'chase', 'thriller', 'investigation']"
641,"Little Indian, Big City (Un indien dans la ville) (1994)","['silly', 'divorce', 'indians', 'comedy', 'french', 'mentor', 'destiny', 'french', 'fantasy', 'disaster']"
645,Nelly & Monsieur Arnaud (1995),"['relationships', 'loneliness', 'intimate', 'solitude', 'melancholic', 'talky', 'enigmatic', 'melancholy', 'passionate', 'criterion']"
647,Courage Under Fire (1996),"['courage', 'war', 'drama', 'wartime', 'corruption', 'redemption', 'drama', 'conspiracy', 'investigation', 'sacrifice']"
648,Mission: Impossible (1996),"['espionage', 'espionage', 'action', 'chase', 'conspiracy', 'action', 'fast-paced', 'suspense', 'betrayal', 'suspense']"
649,Cold Fever (Á köldum klaka) (1995),"['beautifully filmed', 'solitude', 'japan', 'death', 'surrealism', 'criterion', 'cinematography', 'bleak', 'unusual plot structure', 'melancholic']"
650,Moll Flanders (1996),"['based on book', 'based on book', 'period piece', 'literature', 'visually appealing', 'based on book', 'based on book', 'based on book', 'adaptation', 'destiny']"
651,"Superweib, Das (1996)","['sexualized violence', 'family', 'relationships', 'franchise', 'crappy sequel', 'nudity', 'gay', 'high school', 'sexuality', 'based on true story']"
652,"301, 302 (301/302) (1995)","['surrealism', 'independent film', 'loneliness', 'sexuality', 'foreign', 'disturbing', 'storytelling', 'complex', 'bizarre', 'mentor']"
653,Dragonheart (1996),"['fantasy', 'mythology', 'immortality', 'special effects', 'adventure', 'magic', 'fantasy', 'fairy tales', 'fairy tales', 'sacrifice']"
656,Eddie (1996),"['new york', 'new jersey', 'comedy', 'mentor', 'obsession', 'fantasy', 'disaster', 'chase', 'disaster']"
658,Billy's Holiday (1995),"['music', 'musical', 'gunfight', 'visually appealing', 'corruption', 'destiny', 'costume drama', 'runaway', 'criterion', 'existentialism']"
659,Purple Noon (Plein soleil) (1960),"['criterion', 'based on book', 'based on book', 'based on book', 'visually appealing', 'obsession', 'enigmatic', 'adaptation', 'cinematography', 'greed']"
660,August (1996),"['death', 'life', 'philosophy', 'destiny', 'mentor', 'dysfunctional family', 'greed', 'fantasy', 'adaptation', 'sexualized violence']"
661,James and the Giant Peach (1996),"['based on book', 'based on book', 'based on book', 'animation', 'imagination', 'fantasy', 'childhood', 'surrealism', 'fantasy', 'magic']"
662,Fear (1996),"['teen', 'teen', 'teen', 'obsession', 'suspense', 'revenge', 'teen', 'teen', 'drama', 'suspense']"
663,Kids in the Hall: Brain Candy (1996),"['awesome soundtrack', 'comedy', 'drugs', 'comedy', 'surrealism', 'comedy', 'comedy', 'obsession', 'absurd', 'foul language']"
664,Faithful (1996),"['adultery', 'adapted from play', 'dialogue', 'drama', 'mentor', 'sexuality', 'hotel', 'infidelity', 'oscar (best supporting actress)', 'disaster']"
665,Underground (1995),"['golden palm', 'surrealism', 'surrealism', 'allegory', 'wartime', 'drama', 'foreign', 'surrealism', 'storytelling', 'history']"
666,All Things Fair (Lust och fägring stor) (1995),"['relationships', 'nudity', 'mentor', 'coming-of-age', 'teen', 'beautifully filmed', 'coming-of-age', 'nudity', 'sexuality', 'bollywood']"
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),"['action', 'fighting', 'mentor', 'sequel', 'franchise', 'action', 'redemption', 'dialogue', 'disaster', 'story']"
668,Song of the Little Road (Pather Panchali) (1955),"['criterion', 'intimate', 'lyrical', 'black and white', 'imdb top 250', 'indians', 'childhood', 'melancholy', 'meditative', 'bollywood']"
670,"World of Apu, The (Apur Sansar) (1959)","['criterion', 'poignant', 'lyrical', 'intimate', 'loneliness', 'oscar (best foreign language film)', 'imdb top 250', 'melancholic', 'affectionate', 'golden palm']"
671,Mystery Science Theater 3000: The Movie (1996),"['sci-fi', 'comedy', 'sarcasm', 'sci-fi', 'sci-fi', 'sci-fi', 'series', 'comedy', 'silly', 'comedy']"
673,Space Jam (1996),"['animation', 'animation', 'silly', 'nostalgic', 'kids', 'family', 'childhood', 'animals', 'animation', 'action']"
674,Barbarella (1968),"['sexuality', 'sci-fi', 'sci-fi', 'cult', 'sexuality', 'sci-fi', 'future', 'sci-fi', 'sexuality', 'camp']"
678,Some Folks Call It a Sling Blade (1993),"['independent film', 'black and white', 'oscar (best directing)', 'powerful ending', 'imdb top 250', 'oscar (best actress)', 'character study', 'talky', 'psychology', 'biographical']"
679,"Run of the Country, The (1995)","['ireland', 'ireland', 'ireland', 'coming-of-age', 'death', 'oscar (best foreign language film)', 'intimate', 'relationships', 'guns', 'photographer']"
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)","['criterion', 'future', 'cerebral', 'enigmatic', 'surrealism', 'sci-fi', 'noir', 'black and white', 'sci-fi', 'technology']"
681,Coup de torchon (Clean Slate) (1981),"['criterion', 'humor', 'cynical', 'noir', 'dark comedy', 'based on book', 'enigmatic', 'golden palm', 'oscar (best foreign language film)', 'satire']"
682,Tigrero: A Film That Was Never Made (1994),"['philosophy', 'indians', 'intimate', 'independent film', 'documentary', 'melancholic', 'criterion', 'nudity', 'greed', 'surrealism']"
685,It's My Party (1996),"['gay', 'death', 'heartbreaking', 'relationships', 'friendship', 'gay', 'touching', 'unlikely friendships', 'philosophy', 'ensemble cast']"
687,Country Life (1994),"['nudity', 'nudity', 'secrets', 'eccentricity', 'adaptation', 'culture clash', 'fantasy', 'based on comic', 'oscar (best supporting actress)', 'london']"
688,Operation Dumbo Drop (1995),"['family', 'family', 'war', 'wartime', 'disaster', 'adventure', 'mentor', 'based on true story', 'chase', 'light']"
690,"Promise, The (Versprechen, Das) (1995)","['politics', 'politics', 'drama', 'romance', 'friendship', 'revolution', 'solitude', 'unlikely friendships', 'culture clash', 'harsh']"
691,Mrs. Winterbourne (1996),"['romantic comedy', 'romantic comedy', 'identity', 'romance', 'romance', 'family', 'happy ending', 'sweet', 'women', 'heartwarming']"
692,Solo (1996),"['action', 'action', 'sci-fi', 'action', 'sci-fi', 'sci-fi', 'surveillance', 'special effects', 'disaster', 'disaster']"
694,"Substitute, The (1996)","['action', 'revenge', 'high school', 'vengeance', 'mentor', 'gangs', 'high school', 'action', 'chase', 'corruption']"
695,True Crime (1996),"['serial killer', 'investigation', 'murder', 'detective', 'investigation', 'murder', 'suspense', 'sexuality', 'mentor', 'crime']"
696,Butterfly Kiss (1995),"['relationships', 'nudity', 'nudity', 'romance', 'nudity', 'women', 'disturbing', 'erotic', 'romance', 'obsession']"
697,Feeling Minnesota (1996),"['independent film', 'plot twist', 'romance', 'corruption', 'quirky', 'violence', 'dysfunctional family', 'dark comedy', 'dark comedy', 'runaway']"
698,Delta of Venus (1995),"['erotic', 'sexuality', 'sexuality', 'nudity', 'nudity', 'sexuality', 'passionate', 'nudity', 'sexuality', 'sexuality']"
700,Angus (1995),"['high school', 'bullying', 'teen', 'teen', 'teen', 'teen', 'teen', 'high school', 'mentor', 'teen']"
701,Daens (1992),"['intimate', 'melancholic', 'harsh', 'visually appealing', 'beautifully filmed', 'revolution', 'foreign', 'criterion', 'oscar (best foreign language film)', 'death']"
702,Faces (1968),"['intimate', 'adultery', 'criterion', 'independent film', 'talky', 'bleak', 'loneliness', 'relationships', 'stylized', 'cerebral']"
703,Boys (1996),"['memory', 'visually appealing', 'runaway', 'high school', 'surrealism', 'enigmatic', 'teen', 'teen', 'surrealism', 'high school']"
704,"Quest, The (1996)","['action', 'fighting', 'action', 'adventure', 'mentor', 'new york', 'destiny', 'violence', 'chase', 'philosophy']"
705,Cosi (1996),"['humor', 'mental illness', 'affectionate', 'light', 'talky', 'ensemble cast', 'absurd', 'cerebral', 'humor', 'touching']"
706,Sunset Park (1996),"['high school', 'mentor', 'happy ending', 'independent film', 'teen', 'disaster', 'teen', 'vengeance', 'teen']"
707,Mulholland Falls (1996),"['noir', 'noir', 'investigation', 'detective', 'murder', 'corruption', 'corruption', 'noir', 'murder', 'investigation']"
708,"Truth About Cats & Dogs, The (1996)","['romantic comedy', 'romance', 'romantic comedy', 'romance', 'happy ending', 'romance', 'sweet', 'women', 'romance', 'relationships']"
709,Oliver & Company (1988),"['animation', 'animals', 'animation', 'new york', 'friendship', 'new york', 'animals', 'animation', 'chase', 'family']"
710,Celtic Pride (1996),"['comedy', 'kidnapping', 'comedy', 'mentor', 'chase', 'kidnapping', 'disaster', 'comedy']"
711,Flipper (1996),"['family', 'adventure', 'whimsical', 'animals', 'fantasy', 'story', 'mentor', 'family', 'childhood', 'dialogue']"
712,Captives (1994),"['passionate', 'romance', 'romance', 'suprisingly clever', 'betrayal', 'intense', 'relationships', 'cult', 'independent film', 'unusual plot structure']"
713,Of Love and Shadows (1994),"['based on book', 'based on book', 'torture', 'unusual plot structure', 'runaway', 'life', 'sexuality', 'nudity', 'romance', 'distopia']"
714,Dead Man (1995),"['death', 'surrealism', 'enigmatic', 'existentialism', 'surrealism', 'indians', 'death', 'meditative', 'surrealism', 'criterion']"
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)","['cinematography', 'romance', 'french', 'beautifully filmed', 'romance', 'adventure', 'romance', 'breathtaking', 'visually appealing', 'french']"
716,Switchblade Sisters (1975),"['gangs', 'race', 'high school', 'independent film', 'sexuality', 'grindhouse', 'teen', 'gore', 'teen', 'violence']"
717,Mouth to Mouth (Boca a boca) (1995),"['screwball', 'bollywood', 'farce', 'sexuality', 'obsession', 'nudity', 'cinematography', 'plot twist', 'gay', 'nudity']"
718,"Visitors, The (Visiteurs, Les) (1993)","['french', 'french', 'comedy', 'comedy', 'comedy', 'silly', 'slapstick', 'culture clash', 'comedy', 'farce']"
719,Multiplicity (1996),"['comedy', 'silly', 'technology', 'comedy', 'silly', 'comedy', 'mentor', 'light', 'comedy', 'chase']"
720,Wallace & Gromit: The Best of Aardman Animation (1996),"['comedy', 'comedy', 'cool', 'british', 'comedy', 'animation', 'series', 'story', 'witty', 'kids']"
722,"Haunted World of Edward D. Wood Jr., The (1996)","['eccentricity', 'documentary', 'independent film', 'criterion', 'suprisingly clever', 'indie', 'sexuality', 'unusual plot structure', 'california', 'affectionate']"
724,"Craft, The (1996)","['teen', 'gothic', 'teen', 'teen', 'high school', 'teen', 'supernatural', 'teen', 'magic', 'fantasy']"
725,"Great White Hype, The (1996)","['comedy', 'satire', 'satire', 'stereotypes', 'vengeance', 'corruption', 'action', 'parody', 'mentor', 'humor']"
